	Well	Fluor	Target	Content	Sample	Melt Temperature	Peak Height	Begin Temperature	End Temperature	Well Note
	C07	FRET		Unkn	trisodium citrate - citric acid, pH=6.0 + 50mM NaCl	73.5	95.7344303385414	70	78.5	
	C07	FRET		Unkn	trisodium citrate - citric acid, pH=6.0 + 50mM NaCl	99.5	29.6884657118064	98	100	
	C07	FRET		Unkn	trisodium citrate - citric acid, pH=6.0 + 50mM NaCl	79.5	69.2815722656261	78.5	85	
	C08	FRET		Unkn	trisodium citrate - citric acid, pH=6.0 + 50mM NaCl	93.5	18.424713541667	91	94.5	
	C08	FRET		Unkn	trisodium citrate - citric acid, pH=6.0 + 50mM NaCl	70.5	20.5166569010427	69.5	71.5	
	C08	FRET		Unkn	trisodium citrate - citric acid, pH=6.0 + 50mM NaCl	78.5	11.1096256510416	77.5	81	
	C08	FRET		Unkn	trisodium citrate - citric acid, pH=6.0 + 50mM NaCl	82.5	3.11848632812507	81.5	85	
	C08	FRET		Unkn	trisodium citrate - citric acid, pH=6.0 + 50mM NaCl	87.5	9.22727213541873	86.5	89.5	
	C08	FRET		Unkn	trisodium citrate - citric acid, pH=6.0 + 50mM NaCl	72	20.8958756510426	71.5	77.5	
	C08	FRET		Unkn	trisodium citrate - citric acid, pH=6.0 + 50mM NaCl	49.5	141.547099609374	47.5	58.5	
	C08	FRET		Unkn	trisodium citrate - citric acid, pH=6.0 + 50mM NaCl	99.5	150.944975043403	96.5	100	
	C08	FRET		Unkn	trisodium citrate - citric acid, pH=6.0 + 50mM NaCl	22.5	102.357428385426	21.5	37	
	C08	FRET		Unkn	trisodium citrate - citric acid, pH=6.0 + 50mM NaCl	65	46.9173372395834	63	69.5	
	C08	FRET		Unkn	trisodium citrate - citric acid, pH=6.0 + 50mM NaCl	59	72.8944986979167	58.5	62.5	
	C09	FRET		Unkn	trisodium citrate - citric acid, pH=6.0 + 50mM NaCl	82	21.8850781250005	79.5	83	
	C09	FRET		Unkn	trisodium citrate - citric acid, pH=6.0 + 50mM NaCl	97.5	24.8342491319441	96.5	98.5	
	C09	FRET		Unkn	trisodium citrate - citric acid, pH=6.0 + 50mM NaCl	99.5	31.4614659288184	98.5	100	
	C09	FRET		Unkn	trisodium citrate - citric acid, pH=6.0 + 50mM NaCl	73.5	17.5063248697907	72.5	76	
	C09	FRET		Unkn	trisodium citrate - citric acid, pH=6.0 + 50mM NaCl	77	14.7855338541668	76	79	
	C09	FRET		Unkn	trisodium citrate - citric acid, pH=6.0 + 50mM NaCl	84.5	14.9989811197919	84	85.5	
	C09	FRET		Unkn	trisodium citrate - citric acid, pH=6.0 + 50mM NaCl	83.5	16.5554101562495	83	84	
	C09	FRET		Unkn	trisodium citrate - citric acid, pH=6.0 + 50mM NaCl	25	96.0012532552083	23	29.5	
	C09	FRET		Unkn	trisodium citrate - citric acid, pH=6.0 + 50mM NaCl	59	97.7143717447919	56.5	72.5	
	C09	FRET		Unkn	trisodium citrate - citric acid, pH=6.0 + 50mM NaCl	50	160.629710286459	48	56.5	
	C09	FRET		Unkn	trisodium citrate - citric acid, pH=6.0 + 50mM NaCl	22.5	92.7192220051915	22	23	
	C09	FRET		Unkn	trisodium citrate - citric acid, pH=6.0 + 50mM NaCl	94	37.7053808593752	92	96.5	
	C09	FRET		Unkn	trisodium citrate - citric acid, pH=6.0 + 50mM NaCl	88	47.2793229166671	85.5	92	
	C09	FRET		Unkn	trisodium citrate - citric acid, pH=6.0 + 50mM NaCl	31	79.4082177734359	29.5	37.5	
	C10	FRET		Unkn	trisodium citrate - citric acid, pH=6.0 + 200mM NaCl	31.5	20.8955794270839	27.5	34.5	
	C10	FRET		Unkn	trisodium citrate - citric acid, pH=6.0 + 200mM NaCl	90	23.7078971354173	89.5	90.5	
	C10	FRET		Unkn	trisodium citrate - citric acid, pH=6.0 + 200mM NaCl	88.5	25.7259570312507	87.5	89.5	
	C10	FRET		Unkn	trisodium citrate - citric acid, pH=6.0 + 200mM NaCl	21.5	-3.81597656250028	20.5	22.5	
	C10	FRET		Unkn	trisodium citrate - citric acid, pH=6.0 + 200mM NaCl	24.5	7.55892578125201	23	26.5	
	C10	FRET		Unkn	trisodium citrate - citric acid, pH=6.0 + 200mM NaCl	35	8.02392578124977	34.5	37.5	
	C10	FRET		Unkn	trisodium citrate - citric acid, pH=6.0 + 200mM NaCl	63	129.793896484376	62	83.5	
	C10	FRET		Unkn	trisodium citrate - citric acid, pH=6.0 + 200mM NaCl	54	155.631888020835	49	56	
	C10	FRET		Unkn	trisodium citrate - citric acid, pH=6.0 + 200mM NaCl	58.5	184.932041015626	56	62	
	C10	FRET		Unkn	trisodium citrate - citric acid, pH=6.0 + 200mM NaCl	85.5	29.0052343750006	84	87.5	
	C10	FRET		Unkn	trisodium citrate - citric acid, pH=6.0 + 200mM NaCl	93	30.6666178385424	90.5	94.5	
	C10	FRET		Unkn	trisodium citrate - citric acid, pH=6.0 + 200mM NaCl	97	33.4011979166673	94.5	100	
	C11	FRET		Unkn	trisodium citrate - citric acid, pH=6.0 + 200mM NaCl	98	19.2934809027772	95.5	100	
	C11	FRET		Unkn	trisodium citrate - citric acid, pH=6.0 + 200mM NaCl	89	27.7465364583336	86.5	95	
	C11	FRET		Unkn	trisodium citrate - citric acid, pH=6.0 + 200mM NaCl	31	4.41688476562535	30	31.5	
	C11	FRET		Unkn	trisodium citrate - citric acid, pH=6.0 + 200mM NaCl	23	15.9861458333348	21	26.5	
	C11	FRET		Unkn	trisodium citrate - citric acid, pH=6.0 + 200mM NaCl	83	32.1567252604178	82.5	86.5	
	C11	FRET		Unkn	trisodium citrate - citric acid, pH=6.0 + 200mM NaCl	59	277.936298828124	49.5	61	
	C11	FRET		Unkn	trisodium citrate - citric acid, pH=6.0 + 200mM NaCl	63.5	312.019498697916	61	71.5	
	C11	FRET		Unkn	trisodium citrate - citric acid, pH=6.0 + 200mM NaCl	79.5	37.9179394531254	78.5	82	
	C11	FRET		Unkn	trisodium citrate - citric acid, pH=6.0 + 200mM NaCl	73	63.9679329427087	71.5	78.5	
	C12	FRET		Unkn	trisodium citrate - citric acid, pH=6.0 + 200mM NaCl	79	7.23630533854077	78	82	
	C12	FRET		Unkn	trisodium citrate - citric acid, pH=6.0 + 200mM NaCl	90.5	8.12465169270786	89	92	
	C12	FRET		Unkn	trisodium citrate - citric acid, pH=6.0 + 200mM NaCl	83	0.81961588541833	82	83.5	
	C12	FRET		Unkn	trisodium citrate - citric acid, pH=6.0 + 200mM NaCl	95.5	5.60472330729158	94.5	96	
	C12	FRET		Unkn	trisodium citrate - citric acid, pH=6.0 + 200mM NaCl	31	9.56406901041714	29.5	32	
	C12	FRET		Unkn	trisodium citrate - citric acid, pH=6.0 + 200mM NaCl	69	21.7115983072929	67	73.5	
	C12	FRET		Unkn	trisodium citrate - citric acid, pH=6.0 + 200mM NaCl	54	297.340807291667	48.5	67	
	C12	FRET		Unkn	trisodium citrate - citric acid, pH=6.0 + 200mM NaCl	75	13.252851562502	74	78	
	C12	FRET		Unkn	trisodium citrate - citric acid, pH=6.0 + 200mM NaCl	22.5	15.3632031250136	21.5	25	
	D01	FRET		Unkn	bis-tris chloride, pH=6.5 + 50mM NaCl	77	2.85529622395825	76	78	
	D01	FRET		Unkn	bis-tris chloride, pH=6.5 + 50mM NaCl	81	4.8950683593763	79.5	82	
	D01	FRET		Unkn	bis-tris chloride, pH=6.5 + 50mM NaCl	78.5	2.80463216145859	78	79.5	
	D01	FRET		Unkn	bis-tris chloride, pH=6.5 + 50mM NaCl	86	2.85169596354353	84.5	87	
	D01	FRET		Unkn	bis-tris chloride, pH=6.5 + 50mM NaCl	99.5	101.522137586805	87	100	
	D01	FRET		Unkn	bis-tris chloride, pH=6.5 + 50mM NaCl	45.5	140.797301432294	43	68.5	
	D01	FRET		Unkn	bis-tris chloride, pH=6.5 + 50mM NaCl	72	10.305680338543	68.5	76	
	D01	FRET		Unkn	bis-tris chloride, pH=6.5 + 50mM NaCl	22.5	80.4802132161425	22	31.5	
	D02	FRET		Unkn	bis-tris chloride, pH=6.5 + 50mM NaCl	92.5	3.78133138020814	92	94	
	D02	FRET		Unkn	bis-tris chloride, pH=6.5 + 50mM NaCl	87.5	5.0411197916668	85.5	89	
	D02	FRET		Unkn	bis-tris chloride, pH=6.5 + 50mM NaCl	82	-2.79926432291711	80	83.5	
	D02	FRET		Unkn	bis-tris chloride, pH=6.5 + 50mM NaCl	96	0.325042317708039	95.5	96.5	
	D02	FRET		Unkn	bis-tris chloride, pH=6.5 + 50mM NaCl	74	11.0817187500019	72	75.5	
	D02	FRET		Unkn	bis-tris chloride, pH=6.5 + 50mM NaCl	59	74.31880859375	58	70	
	D02	FRET		Unkn	bis-tris chloride, pH=6.5 + 50mM NaCl	46.5	117.964876302084	43	57	
	D02	FRET		Unkn	bis-tris chloride, pH=6.5 + 50mM NaCl	99.5	14.6700086805548	97	100	
	D02	FRET		Unkn	bis-tris chloride, pH=6.5 + 50mM NaCl	22.5	32.2630419922033	21.5	28.5	
	D03	FRET		Unkn	bis-tris chloride, pH=6.5 + 50mM NaCl	99.5	38.8872580295148	95.5	100	
	D03	FRET		Unkn	bis-tris chloride, pH=6.5 + 50mM NaCl	78.5	43.7625878906247	76	87	
	D03	FRET		Unkn	bis-tris chloride, pH=6.5 + 50mM NaCl	94.5	8.88201822916733	93	95.5	
	D03	FRET		Unkn	bis-tris chloride, pH=6.5 + 50mM NaCl	88.5	16.6287825520839	87	90.5	
	D03	FRET		Unkn	bis-tris chloride, pH=6.5 + 50mM NaCl	59	156.869407552084	56	72.5	
	D03	FRET		Unkn	bis-tris chloride, pH=6.5 + 50mM NaCl	47	193.587965494793	43	56	
	D03	FRET		Unkn	bis-tris chloride, pH=6.5 + 50mM NaCl	73.5	51.4912109374999	72.5	76	
	D03	FRET		Unkn	bis-tris chloride, pH=6.5 + 50mM NaCl	22.5	56.5561181640384	22	29.5	
	D04	FRET		Unkn	bis-tris chloride, pH=6.5 + 200mM NaCl	90	32.3185807291679	89	93.5	
	D04	FRET		Unkn	bis-tris chloride, pH=6.5 + 200mM NaCl	27	37.0831673177081	23.5	28.5	
	D04	FRET		Unkn	bis-tris chloride, pH=6.5 + 200mM NaCl	22.5	29.0600878906358	21.5	23.5	
	D04	FRET		Unkn	bis-tris chloride, pH=6.5 + 200mM NaCl	94.5	14.2425195312527	93.5	96	
	D04	FRET		Unkn	bis-tris chloride, pH=6.5 + 200mM NaCl	98.5	15.222591507523	96	100	
	D04	FRET		Unkn	bis-tris chloride, pH=6.5 + 200mM NaCl	31	40.523746744791	28.5	35	
	D04	FRET		Unkn	bis-tris chloride, pH=6.5 + 200mM NaCl	68	155.983004557293	65	78	
	D04	FRET		Unkn	bis-tris chloride, pH=6.5 + 200mM NaCl	58.5	170.618476562499	48	61	
	D04	FRET		Unkn	bis-tris chloride, pH=6.5 + 200mM NaCl	64	136.321992187499	61	65	
	D04	FRET		Unkn	bis-tris chloride, pH=6.5 + 200mM NaCl	84	67.7200976562503	81.5	89	
	D04	FRET		Unkn	bis-tris chloride, pH=6.5 + 200mM NaCl	79	89.3387337239594	78	81.5	
	D05	FRET		Unkn	bis-tris chloride, pH=6.5 + 200mM NaCl	99.5	2.0746440972224	98.5	100	
	D05	FRET		Unkn	bis-tris chloride, pH=6.5 + 200mM NaCl	88.5	6.07210286458371	87	89.5	
	D05	FRET		Unkn	bis-tris chloride, pH=6.5 + 200mM NaCl	94	-6.91979817708386	92	95.5	
	D05	FRET		Unkn	bis-tris chloride, pH=6.5 + 200mM NaCl	83.5	-2.80264973958208	82.5	86	
	D05	FRET		Unkn	bis-tris chloride, pH=6.5 + 200mM NaCl	58.5	150.186276041667	56	65.5	
	D05	FRET		Unkn	bis-tris chloride, pH=6.5 + 200mM NaCl	49	188.489993489584	47	56	
	D05	FRET		Unkn	bis-tris chloride, pH=6.5 + 200mM NaCl	22.5	37.7817464192707	22	33	
	D05	FRET		Unkn	bis-tris chloride, pH=6.5 + 200mM NaCl	66.5	70.3687662760406	65.5	80.5	
	D06	FRET		Unkn	bis-tris chloride, pH=6.5 + 200mM NaCl	87	17.9189029947921	85	88.5	
	D06	FRET		Unkn	bis-tris chloride, pH=6.5 + 200mM NaCl	95.5	26.0256868489585	93.5	99	
	D06	FRET		Unkn	bis-tris chloride, pH=6.5 + 200mM NaCl	99.5	12.6390538194449	99	100	
	D06	FRET		Unkn	bis-tris chloride, pH=6.5 + 200mM NaCl	77.5	14.9843587239567	76.5	78.5	
	D06	FRET		Unkn	bis-tris chloride, pH=6.5 + 200mM NaCl	91	30.7812369791665	88.5	93.5	
	D06	FRET		Unkn	bis-tris chloride, pH=6.5 + 200mM NaCl	58.5	188.529788411458	56	76.5	
	D06	FRET		Unkn	bis-tris chloride, pH=6.5 + 200mM NaCl	49	244.194999999996	47	56	
	D06	FRET		Unkn	bis-tris chloride, pH=6.5 + 200mM NaCl	81	32.8009147135396	78.5	84	
	D06	FRET		Unkn	bis-tris chloride, pH=6.5 + 200mM NaCl	22.5	97.0354524739518	22	35	
	D07	FRET		Unkn	ADA, pH=6.5 + 50mM NaCl	94.5	14.0166048177077	92.5	95.5	
	D07	FRET		Unkn	ADA, pH=6.5 + 50mM NaCl	96	14.5076367187498	95.5	97.5	
	D07	FRET		Unkn	ADA, pH=6.5 + 50mM NaCl	83	9.29196940104146	81.5	84.5	
	D07	FRET		Unkn	ADA, pH=6.5 + 50mM NaCl	91.5	-3.44837239583239	90.5	92	
	D07	FRET		Unkn	ADA, pH=6.5 + 50mM NaCl	88	-1.32861979166785	85.5	90.5	
	D07	FRET		Unkn	ADA, pH=6.5 + 50mM NaCl	49.5	225.644329427084	47	55.5	
	D07	FRET		Unkn	ADA, pH=6.5 + 50mM NaCl	58.5	232.480221354168	55.5	62	
	D07	FRET		Unkn	ADA, pH=6.5 + 50mM NaCl	63	141.960986328125	62	76.5	
	D07	FRET		Unkn	ADA, pH=6.5 + 50mM NaCl	77.5	15.9641569010428	76.5	79.5	
	D07	FRET		Unkn	ADA, pH=6.5 + 50mM NaCl	22.5	92.4008072916639	22	35	
	D08	FRET		Unkn	ADA, pH=6.5 + 50mM NaCl	92.5	14.6940364583335	90.5	93.5	
	D08	FRET		Unkn	ADA, pH=6.5 + 50mM NaCl	94	16.9834440104161	93.5	96.5	
	D08	FRET		Unkn	ADA, pH=6.5 + 50mM NaCl	81.5	23.5302636718731	79	84	
	D08	FRET		Unkn	ADA, pH=6.5 + 50mM NaCl	78.5	12.8258496093746	77.5	79	
	D08	FRET		Unkn	ADA, pH=6.5 + 50mM NaCl	86.5	2.89165690104142	85.5	87	
	D08	FRET		Unkn	ADA, pH=6.5 + 50mM NaCl	84.5	3.97073567708321	84	85.5	
	D08	FRET		Unkn	ADA, pH=6.5 + 50mM NaCl	88	10.2354817708359	87	90	
	D08	FRET		Unkn	ADA, pH=6.5 + 50mM NaCl	26.5	132.426328124999	22.5	30	
	D08	FRET		Unkn	ADA, pH=6.5 + 50mM NaCl	58.5	181.737991536458	56	68.5	
	D08	FRET		Unkn	ADA, pH=6.5 + 50mM NaCl	49.5	225.015214843748	47	56	
	D08	FRET		Unkn	ADA, pH=6.5 + 50mM NaCl	22	124.388476562496	21	22.5	
	D08	FRET		Unkn	ADA, pH=6.5 + 50mM NaCl	99.5	33.4500748697918	96.5	100	
	D08	FRET		Unkn	ADA, pH=6.5 + 50mM NaCl	69.5	58.6530110677102	68.5	77.5	
	D08	FRET		Unkn	ADA, pH=6.5 + 50mM NaCl	30.5	112.534388020833	30	36.5	
	D09	FRET		Unkn	ADA, pH=6.5 + 50mM NaCl	82	52.6109700520841	80.5	84.5	
	D09	FRET		Unkn	ADA, pH=6.5 + 50mM NaCl	99.5	78.8204177517362	97.5	100	
	D09	FRET		Unkn	ADA, pH=6.5 + 50mM NaCl	31.5	105.852187499999	22.5	37	
	D09	FRET		Unkn	ADA, pH=6.5 + 50mM NaCl	22	22.552734374981	21	22.5	
	D09	FRET		Unkn	ADA, pH=6.5 + 50mM NaCl	86	29.6218815104173	84.5	89	
	D09	FRET		Unkn	ADA, pH=6.5 + 50mM NaCl	94.5	38.5296419270825	89.5	96.5	
	D09	FRET		Unkn	ADA, pH=6.5 + 50mM NaCl	71.5	139.639153645835	67	74	
	D09	FRET		Unkn	ADA, pH=6.5 + 50mM NaCl	52.5	172.969915364584	47	56	
	D09	FRET		Unkn	ADA, pH=6.5 + 50mM NaCl	58.5	213.482428385416	56	61.5	
	D09	FRET		Unkn	ADA, pH=6.5 + 50mM NaCl	62	116.667519531247	61.5	63	
	D09	FRET		Unkn	ADA, pH=6.5 + 50mM NaCl	64	131.061455078126	63	67	
	D09	FRET		Unkn	ADA, pH=6.5 + 50mM NaCl	75	132.797194010416	74	80.5	
	D10	FRET		Unkn	ADA, pH=6.5 + 200mM NaCl	88.5	32.5765592447912	86.5	90.5	
	D10	FRET		Unkn	ADA, pH=6.5 + 200mM NaCl	78.5	34.0969824218743	77.5	81	
	D10	FRET		Unkn	ADA, pH=6.5 + 200mM NaCl	82.5	26.2764062499992	81	86.5	
	D10	FRET		Unkn	ADA, pH=6.5 + 200mM NaCl	32	-15.921852213541	28	45	
	D10	FRET		Unkn	ADA, pH=6.5 + 200mM NaCl	22.5	4.47490885414834	22	24.5	
	D10	FRET		Unkn	ADA, pH=6.5 + 200mM NaCl	52.5	205.886168619791	48.5	56	
	D10	FRET		Unkn	ADA, pH=6.5 + 200mM NaCl	58.5	218.832356770832	56	67	
	D10	FRET		Unkn	ADA, pH=6.5 + 200mM NaCl	69.5	97.0415559895813	67	77.5	
	D10	FRET		Unkn	ADA, pH=6.5 + 200mM NaCl	93.5	38.0328190104168	90.5	96.5	
	D10	FRET		Unkn	ADA, pH=6.5 + 200mM NaCl	99.5	49.9601182725692	97.5	100	
	D11	FRET		Unkn	ADA, pH=6.5 + 200mM NaCl	34	25.8770930989591	33.5	39	
	D11	FRET		Unkn	ADA, pH=6.5 + 200mM NaCl	98.5	26.9870634403936	96	100	
	D11	FRET		Unkn	ADA, pH=6.5 + 200mM NaCl	22.5	2.99613606771356	21.5	23	
	D11	FRET		Unkn	ADA, pH=6.5 + 200mM NaCl	23.5	3.05392252604281	23	25	
	D11	FRET		Unkn	ADA, pH=6.5 + 200mM NaCl	32	28.2424804687502	29	33.5	
	D11	FRET		Unkn	ADA, pH=6.5 + 200mM NaCl	68.5	155.052138671876	66	73	
	D11	FRET		Unkn	ADA, pH=6.5 + 200mM NaCl	59	272.66405924479	49	66	
	D11	FRET		Unkn	ADA, pH=6.5 + 200mM NaCl	89.5	39.9548697916663	83.5	96	
	D11	FRET		Unkn	ADA, pH=6.5 + 200mM NaCl	75	62.6022656249991	73	83.5	
	D12	FRET		Unkn	ADA, pH=6.5 + 200mM NaCl	31	30.9501367187498	28.5	37	
	D12	FRET		Unkn	ADA, pH=6.5 + 200mM NaCl	79.5	20.0573795572909	77.5	89.5	
	D12	FRET		Unkn	ADA, pH=6.5 + 200mM NaCl	93	17.0714518229156	90.5	94.5	
	D12	FRET		Unkn	ADA, pH=6.5 + 200mM NaCl	99	32.0804011140043	97	100	
	D12	FRET		Unkn	ADA, pH=6.5 + 200mM NaCl	55.5	316.276637369793	49	67	
	D12	FRET		Unkn	ADA, pH=6.5 + 200mM NaCl	68	51.8664583333344	67	77.5	
	D12	FRET		Unkn	ADA, pH=6.5 + 200mM NaCl	22.5	44.3986132812405	22	28.5	
	E01	FRET		Unkn	imidazole, pH=7.0 + 50mM NaCl	96	51.2664941406249	92	100	
	E01	FRET		Unkn	imidazole, pH=7.0 + 50mM NaCl	63.5	91.8236979166666	62	66	
	E01	FRET		Unkn	imidazole, pH=7.0 + 50mM NaCl	80	51.1062955729159	77.5	84	
	E01	FRET		Unkn	imidazole, pH=7.0 + 50mM NaCl	90	21.252991536459	87.5	91.5	
	E01	FRET		Unkn	imidazole, pH=7.0 + 50mM NaCl	85	28.9339518229154	84	87.5	
	E01	FRET		Unkn	imidazole, pH=7.0 + 50mM NaCl	46	136.822486979165	43	54.5	
	E01	FRET		Unkn	imidazole, pH=7.0 + 50mM NaCl	59	142.521383463545	56.5	62	
	E01	FRET		Unkn	imidazole, pH=7.0 + 50mM NaCl	22.5	128.972392578121	22	31.5	
	E01	FRET		Unkn	imidazole, pH=7.0 + 50mM NaCl	55.5	100.604261067711	54.5	56.5	
	E01	FRET		Unkn	imidazole, pH=7.0 + 50mM NaCl	68.5	100.958170572915	66	77.5	
	E02	FRET		Unkn	imidazole, pH=7.0 + 50mM NaCl	97	15.2981673177086	94.5	98	
	E02	FRET		Unkn	imidazole, pH=7.0 + 50mM NaCl	84	21.2785611979192	81.5	87.5	
	E02	FRET		Unkn	imidazole, pH=7.0 + 50mM NaCl	88.5	7.40011393229156	88	89	
	E02	FRET		Unkn	imidazole, pH=7.0 + 50mM NaCl	91.5	12.0899283854167	89	94.5	
	E02	FRET		Unkn	imidazole, pH=7.0 + 50mM NaCl	47.5	173.853235677087	42.5	56	
	E02	FRET		Unkn	imidazole, pH=7.0 + 50mM NaCl	59	189.494293619791	56	72.5	
	E02	FRET		Unkn	imidazole, pH=7.0 + 50mM NaCl	73.5	57.250830078127	72.5	80.5	
	E02	FRET		Unkn	imidazole, pH=7.0 + 50mM NaCl	22.5	79.1631429036319	22	29.5	
	E03	FRET		Unkn	imidazole, pH=7.0 + 50mM NaCl	93	12.4155794270832	89.5	95.5	
	E03	FRET		Unkn	imidazole, pH=7.0 + 50mM NaCl	96.5	23.3014518229161	95.5	98.5	
	E03	FRET		Unkn	imidazole, pH=7.0 + 50mM NaCl	88.5	1.03848307291764	87.5	89	
	E03	FRET		Unkn	imidazole, pH=7.0 + 50mM NaCl	84	9.68659830729109	82	87.5	
	E03	FRET		Unkn	imidazole, pH=7.0 + 50mM NaCl	59	145.669205729163	56	70.5	
	E03	FRET		Unkn	imidazole, pH=7.0 + 50mM NaCl	47.5	148.411829427083	43	56	
	E03	FRET		Unkn	imidazole, pH=7.0 + 50mM NaCl	73	41.1638476562499	70.5	80	
	E03	FRET		Unkn	imidazole, pH=7.0 + 50mM NaCl	22.5	97.5081933593557	22	29	
	E04	FRET		Unkn	imidazole, pH=7.0 + 200mM NaCl	79	6.79564453125033	77.5	80	
	E04	FRET		Unkn	imidazole, pH=7.0 + 200mM NaCl	82.5	10.4606412760427	81.5	84	
	E04	FRET		Unkn	imidazole, pH=7.0 + 200mM NaCl	81	5.50890299479283	80	81.5	
	E04	FRET		Unkn	imidazole, pH=7.0 + 200mM NaCl	91.5	-0.484925130208694	89	94	
	E04	FRET		Unkn	imidazole, pH=7.0 + 200mM NaCl	86.5	3.81159830729007	85.5	87	
	E04	FRET		Unkn	imidazole, pH=7.0 + 200mM NaCl	58.5	76.9022558593762	56.5	77.5	
	E04	FRET		Unkn	imidazole, pH=7.0 + 200mM NaCl	48	146.966774088543	46	56.5	
	E04	FRET		Unkn	imidazole, pH=7.0 + 200mM NaCl	22.5	57.3713850911738	21.5	34	
	E04	FRET		Unkn	imidazole, pH=7.0 + 200mM NaCl	98	11.4334613715283	97.5	100	
	E04	FRET		Unkn	imidazole, pH=7.0 + 200mM NaCl	97	13.19546549479	96	97.5	
	E05	FRET		Unkn	imidazole, pH=7.0 + 200mM NaCl	30	14.4564729817714	29	33	
	E05	FRET		Unkn	imidazole, pH=7.0 + 200mM NaCl	88.5	17.2233170572928	88	90.5	
	E05	FRET		Unkn	imidazole, pH=7.0 + 200mM NaCl	93.5	20.650260416666	91.5	97	
	E05	FRET		Unkn	imidazole, pH=7.0 + 200mM NaCl	78.5	-0.714557291666779	77.5	81	
	E05	FRET		Unkn	imidazole, pH=7.0 + 200mM NaCl	85	0.345533854167343	84.5	86	
	E05	FRET		Unkn	imidazole, pH=7.0 + 200mM NaCl	73.5	11.4827018229188	72.5	76	
	E05	FRET		Unkn	imidazole, pH=7.0 + 200mM NaCl	53.5	47.041432291665	52.5	56	
	E05	FRET		Unkn	imidazole, pH=7.0 + 200mM NaCl	58.5	49.8283593750016	56	62.5	
	E05	FRET		Unkn	imidazole, pH=7.0 + 200mM NaCl	48	76.7448111979161	46	52.5	
	E05	FRET		Unkn	imidazole, pH=7.0 + 200mM NaCl	63.5	21.0779199218755	63	72	
	E05	FRET		Unkn	imidazole, pH=7.0 + 200mM NaCl	99.5	24.3029416232644	97	100	
	E05	FRET		Unkn	imidazole, pH=7.0 + 200mM NaCl	22.5	35.1444840494953	21.5	29	
	E06	FRET		Unkn	imidazole, pH=7.0 + 200mM NaCl	22.5	52.7051139323019	21.5	30.5	
	E06	FRET		Unkn	imidazole, pH=7.0 + 200mM NaCl	85	60.2679915364572	83.5	89	
	E06	FRET		Unkn	imidazole, pH=7.0 + 200mM NaCl	91.5	46.9771842447924	89	94.5	
	E06	FRET		Unkn	imidazole, pH=7.0 + 200mM NaCl	99	17.2823271122702	97	100	
	E06	FRET		Unkn	imidazole, pH=7.0 + 200mM NaCl	95.5	20.8212955729166	94.5	97	
	E06	FRET		Unkn	imidazole, pH=7.0 + 200mM NaCl	58.5	261.54420572917	56	61.5	
	E06	FRET		Unkn	imidazole, pH=7.0 + 200mM NaCl	47	324.190735677083	44.5	56	
	E06	FRET		Unkn	imidazole, pH=7.0 + 200mM NaCl	63.5	199.48939453125	61.5	70	
	E06	FRET		Unkn	imidazole, pH=7.0 + 200mM NaCl	73	125.301578776043	70	74.5	
	E06	FRET		Unkn	imidazole, pH=7.0 + 200mM NaCl	78	184.288063151043	74.5	83.5	
	E07	FRET		Unkn	sodium MOPS, pH=7.0 + 50mM NaCl	59.5	77.3797591145835	57	61	
	E07	FRET		Unkn	sodium MOPS, pH=7.0 + 50mM NaCl	22.5	56.1235693359306	22	33	
	E07	FRET		Unkn	sodium MOPS, pH=7.0 + 50mM NaCl	99.5	38.1584179687522	99	100	
	E07	FRET		Unkn	sodium MOPS, pH=7.0 + 50mM NaCl	70.5	166.682604166667	66.5	71.5	
	E07	FRET		Unkn	sodium MOPS, pH=7.0 + 50mM NaCl	72.5	155.83958984375	71.5	99	
	E07	FRET		Unkn	sodium MOPS, pH=7.0 + 50mM NaCl	64.5	141.371145833334	61	66.5	
	E08	FRET		Unkn	sodium MOPS, pH=7.0 + 50mM NaCl	99.5	36.7569270833326	93	100	
	E08	FRET		Unkn	sodium MOPS, pH=7.0 + 50mM NaCl	81	20.940777994791	80	86.5	
	E08	FRET		Unkn	sodium MOPS, pH=7.0 + 50mM NaCl	88	8.69673828124962	86.5	92	
	E08	FRET		Unkn	sodium MOPS, pH=7.0 + 50mM NaCl	75	39.4800195312512	73.5	80	
	E08	FRET		Unkn	sodium MOPS, pH=7.0 + 50mM NaCl	48	157.208180338545	43	56.5	
	E08	FRET		Unkn	sodium MOPS, pH=7.0 + 50mM NaCl	59	137.676315104166	56.5	73.5	
	E08	FRET		Unkn	sodium MOPS, pH=7.0 + 50mM NaCl	22.5	59.6026529948233	21.5	29	
	E09	FRET		Unkn	sodium MOPS, pH=7.0 + 50mM NaCl	94.5	33.3864062500016	92.5	95	
	E09	FRET		Unkn	sodium MOPS, pH=7.0 + 50mM NaCl	96	39.5183919270844	95	98	
	E09	FRET		Unkn	sodium MOPS, pH=7.0 + 50mM NaCl	82	14.7810091145838	81	82.5	
	E09	FRET		Unkn	sodium MOPS, pH=7.0 + 50mM NaCl	85.5	20.0412825520841	82.5	90	
	E09	FRET		Unkn	sodium MOPS, pH=7.0 + 50mM NaCl	49	87.656653645834	43	56.5	
	E09	FRET		Unkn	sodium MOPS, pH=7.0 + 50mM NaCl	59	89.5667708333322	56.5	68.5	
	E09	FRET		Unkn	sodium MOPS, pH=7.0 + 50mM NaCl	71	41.2525683593761	68.5	81	
